date,model,portfolio_return
2024-01-30,ewma,0.001796190859922486
2024-01-31,ewma,-0.01523357621691877
2024-01-02,ledoit_wolf,0.010940948905679674
2024-01-03,ledoit_wolf,0.002607797290925601
2024-01-04,ledoit_wolf,-0.0015259486485114627
2024-01-05,ledoit_wolf,-0.0015428597566724375
2024-01-08,ledoit_wolf,0.0033199933065023246
2024-01-09,ledoit_wolf,-0.005052361727886472
2024-01-10,ledoit_wolf,0.0009162154644272659
2024-01-11,ledoit_wolf,-0.00491300921965583
2024-01-12,ledoit_wolf,0.0032700302295540894
2024-01-16,ledoit_wolf,-0.009785829986733368
2024-01-17,ledoit_wolf,-0.0036156053154036524
2024-01-18,ledoit_wolf,-0.0022256784988872167
2024-01-19,ledoit_wolf,-0.0012862717679058679
2024-01-22,ledoit_wolf,0.0020944248393627903
2024-01-23,ledoit_wolf,0.004346051912034443
2024-01-24,ledoit_wolf,-0.004769384372281275
2024-01-25,ledoit_wolf,0.00690256913795362
2024-01-26,ledoit_wolf,0.0030103365980102656
2024-01-29,ledoit_wolf,0.0030534056957811063
2024-01-30,ledoit_wolf,0.0026091098454856377
2024-01-31,ledoit_wolf,-0.005244567889162009
2024-01-02,equal_weight,0.0015172342247553542
2024-01-03,equal_weight,-0.005305743438330512
2024-01-04,equal_weight,-0.002453859618680723
2024-01-05,equal_weight,0.0016586611913072657
2024-01-08,equal_weight,0.008148289652049388
2024-01-09,equal_weight,-0.006301712778109316
2024-01-10,equal_weight,0.004227022806835584
2024-01-11,equal_weight,-0.005160497722133917
2024-01-12,equal_weight,0.0020793116237760203
2024-01-16,equal_weight,-0.010717799017109779
2024-01-17,equal_weight,-0.008771853775297937
2024-01-18,equal_weight,0.0027573318235025834
2024-01-19,equal_weight,0.005961793248232735
2024-01-22,equal_weight,0.0017299452204077362
2024-01-23,equal_weight,0.0038333180516787286
2024-01-24,equal_weight,-0.002858943728503999
2024-01-25,equal_weight,0.010440825394176227
2024-01-26,equal_weight,0.0013065830793563757
2024-01-29,equal_weight,0.00662440021646422
2024-01-30,equal_weight,0.0001614214343609783
2024-01-31,equal_weight,-0.013786385282863668
2024-02-01,sample,0.010055611445791382
2024-02-02,sample,-0.0034985173568596517
2024-02-05,sample,-0.008432980285505584
2024-02-06,sample,0.005167546388729476
2024-02-07,sample,0.003350532375138277
2024-02-08,sample,-0.005053285172063596
2024-02-09,sample,-0.005469490236552761
2024-02-12,sample,0.00423869145239527
2024-02-13,sample,-0.009967030287582983
2024-02-14,sample,0.00041990438811350663
2024-02-15,sample,0.01423603553130726
2024-02-16,sample,-0.0013939826232692173
2024-02-20,sample,0.0043151156089269
2024-02-21,sample,0.0085401755097208
2024-02-22,sample,0.0006520484176319626
2024-02-23,sample,0.003143691122137136
2024-02-26,sample,-0.00957117431441021
2024-02-27,sample,-0.004486490417913275
2024-02-28,sample,-0.0010266709935366127
2024-02-29,sample,0.0019328555787756687
2024-02-01,ewma,0.0076617595329297
2024-02-02,ewma,-0.0001456943785131063
2024-02-05,ewma,-0.00615874378508294
2024-02-06,ewma,0.005102343200814126
2024-02-07,ewma,0.006771587632935112
2024-02-08,ewma,-0.005697279348336595
2024-02-09,ewma,-0.001436183891202071
2024-02-12,ewma,0.0008747762787908187
2024-02-13,ewma,-0.010036000566033803
2024-02-14,ewma,0.0012803648403044935
2024-02-15,ewma,0.011235564249973944
2024-02-16,ewma,-0.002732190263243687
2024-02-20,ewma,0.0026019410386878697
2024-02-21,ewma,0.005680496606958752
2024-02-22,ewma,0.0071881369005350505
2024-02-23,ewma,0.0016500114925766267
